GenBank Account #, Molecule Type, Molecule Length, Tax ID, Organism Name, Taxonomy
AP014869.1, Plasmid, 23773, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014870.1, Plasmid, 14827, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014871.1, Plasmid, 11769, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014872.1, Plasmid, 7812, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014926.1, Chromosome, 606227, 28131, Prevotella intermedia (CFB group bacteria), Prevotella; Prevotellaceae; Bacteroidales; Bacteroidia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
AP014925.1, Chromosome, 2131046, 28131, Prevotella intermedia (CFB group bacteria), Prevotella; Prevotellaceae; Bacteroidales; Bacteroidia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
AP014928.1, Chromosome, 3723433, 1408, Bacillus pumilus (firmicutes), Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014938.1, Chromosome, 2292716, 43675, Rothia mucilaginosa (high GC Gram+), Rothia; Micrococcaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AP014944.1, Chromosome, 2528077, 1295, Staphylococcus schleiferi (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014945.1, Chromosome, 1814952, 1653476, Caldimicrobium thiodismutans (bacteria), Caldimicrobium; Thermodesulfobacteriaceae; Thermodesulfobacteriales; Thermodesulfobacteria; Thermodesulfobacteria; Bacteria; cellular organisms
AP014942.1, Chromosome, 2775733, 1280, Staphylococcus aureus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014943.1, Plasmid, 27490, 1280, Staphylococcus aureus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014950.1, Chromosome, 5520319, 573, Klebsiella pneumoniae (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP017302.1, Chromosome, 6897018, 287, Pseudomonas aeruginosa (g-proteobacteria), Pseudomonas aeruginosa group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014951.1, Chromosome, 5944658, 571, Klebsiella oxytoca (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014952.1, Plasmid, 209081, 571, Klebsiella oxytoca (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014953.1, Plasmid, 104259, 571, Klebsiella oxytoca (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014954.1, Plasmid, 81481, 571, Klebsiella oxytoca (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014955.1, Plasmid, 3897, 571, Klebsiella oxytoca (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP017295.1, Chromosome, 6463965, 1751286, Nostoc sp. NIES-3756 (cyanobacteria), Nostoc; Nostocaceae; Nostocales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017296.1, Plasmid, 447304, 1751286, Nostoc sp. NIES-3756 (cyanobacteria), Nostoc; Nostocaceae; Nostocales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017297.1, Plasmid, 76302, 1751286, Nostoc sp. NIES-3756 (cyanobacteria), Nostoc; Nostocaceae; Nostocales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017367.1, Chromosome, 5480261, 1080068, Leptolyngbya sp. O-77 (cyanobacteria), Leptolyngbya; Leptolyngbyaceae; Synechococcales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017320.1, Chromosome, 2860370, 1280, Staphylococcus aureus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP017321.1, Plasmid, 55980, 1280, Staphylococcus aureus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP017308.1, Chromosome, 6244812, 1752064, Leptolyngbya sp. NIES-3755 (cyanobacteria), Leptolyngbya; Leptolyngbyaceae; Synechococcales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017309.1, Plasmid, 325675, 1752064, Leptolyngbya sp. NIES-3755 (cyanobacteria), Leptolyngbya; Leptolyngbyaceae; Synechococcales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017310.1, Plasmid, 98206, 1752064, Leptolyngbya sp. NIES-3755 (cyanobacteria), Leptolyngbya; Leptolyngbyaceae; Synechococcales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017311.1, Plasmid, 92964, 1752064, Leptolyngbya sp. NIES-3755 (cyanobacteria), Leptolyngbya; Leptolyngbyaceae; Synechococcales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017305.1, Chromosome, 5821603, 1752063, Fischerella sp. NIES-3754 (cyanobacteria), Fischerella; Hapalosiphonaceae; Nostocales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017306.1, Plasmid, 2849, 1752063, Fischerella sp. NIES-3754 (cyanobacteria), Fischerella; Hapalosiphonaceae; Nostocales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP017307.1, Plasmid, 2411, 1752063, Fischerella sp. NIES-3754 (cyanobacteria), Fischerella; Hapalosiphonaceae; Nostocales; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
CP014252.1, Chromosome, 3039887, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014253.1, Plasmid, 12949, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014254.1, Plasmid, 52687, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014250.1, Chromosome, 2987563, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014251.1, Plasmid, 55521, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014652.1, Chromosome, 2770164, 46170, Staphylococcus aureus subsp. aureus (firmicutes), Staphylococcus aureus; Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014653.1, Chromosome, 2770164, 46170, Staphylococcus aureus subsp. aureus (firmicutes), Staphylococcus aureus; Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014685.1, Chromosome, 9780023, 1355477, Bradyrhizobium diazoefficiens (a-proteobacteria), Bradyrhizobium; Bradyrhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014659.1, Plasmid, 212255, 1355477, Bradyrhizobium diazoefficiens (a-proteobacteria), Bradyrhizobium; Bradyrhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014686.1, Plasmid, 210438, 1355477, Bradyrhizobium diazoefficiens (a-proteobacteria), Bradyrhizobium; Bradyrhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014687.1, Plasmid, 136288, 1355477, Bradyrhizobium diazoefficiens (a-proteobacteria), Bradyrhizobium; Bradyrhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014688.1, Plasmid, 136153, 1355477, Bradyrhizobium diazoefficiens (a-proteobacteria), Bradyrhizobium; Bradyrhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014710.1, Chromosome, 1629815, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AP014711.1, Chromosome, 1562125, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AP014712.1, Chromosome, 1629114, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AP014713.1, Plasmid, 6220, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AP014719.1, Chromosome, 4698617, 1588023, Arthrobacter sp. Hiyo8 (high GC Gram+), Arthrobacter; Micrococcaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AP014720.1, Plasmid, 313409, 1588023, Arthrobacter sp. Hiyo8 (high GC Gram+), Arthrobacter; Micrococcaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AP014721.1, Plasmid, 14696, 1588023, Arthrobacter sp. Hiyo8 (high GC Gram+), Arthrobacter; Micrococcaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
AP014857.1, Chromosome, 4657167, 208962, Escherichia albertii (enterobacteria), Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014261.1, Chromosome, 2864291, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014259.1, Chromosome, 2497934, 358, Agrobacterium tumefaciens (a-proteobacteria), Agrobacterium tumefaciens complex; Agrobacterium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014260.1, Chromosome, 2983661, 358, Agrobacterium tumefaciens (a-proteobacteria), Agrobacterium tumefaciens complex; Agrobacterium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP012480.1, Chromosome, 2074179, 1311, Streptococcus agalactiae (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP012742.1, Plasmid, 4944, 1311, Streptococcus agalactiae (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014281.1, Chromosome, 897443, 1117644, Mycoplasma canis PG 14 (mycoplasmas), Mycoplasma canis; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP014227.1, Chromosome, 2688484, 45243, Capnocytophaga haemolytica (CFB group bacteria), Capnocytophaga; Flavobacteriaceae; Flavobacteriales; Flavobacteriia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
CP014228.1, Chromosome, 3051613, 111015, Actinomyces radicidentis (high GC Gram+), Actinomyces; Actinomycetaceae; Actinomycetales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP014229.1, Chromosome, 3699310, 44742, Desulfovibrio fairfieldensis (d-proteobacteria), Desulfovibrio; Desulfovibrionaceae; Desulfovibrionales; Deltaproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP014230.1, Chromosome, 2783374, 888061, Desulfomicrobium orale DSM 12838 (d-proteobacteria), Desulfomicrobium orale; Desulfomicrobium; Desulfomicrobiaceae; Desulfovibrionales; Deltaproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP014231.1, Chromosome, 2194935, 1785996, Leptotrichia sp. oral taxon 847 (fusobacteria), Leptotrichia; Leptotrichiaceae; Fusobacteriales; Fusobacteriia; Fusobacteria; Bacteria; cellular organisms
CP014264.1, Chromosome, 2177905, 712633, Streptococcus sp. oral taxon 431 (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP013950.1, Chromosome, 4134042, 1774743, Bacillus sp. SDLI1 (firmicutes), Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014233.1, Chromosome, 1769679, 1785995, Gemella sp. oral taxon 928 (firmicutes), Gemella; Bacillales Family XI. Incertae Sedis; Bacillales incertae sedis; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014232.1, Chromosome, 3042917, 544580, Actinomyces oris (high GC Gram+), Actinomyces; Actinomycetaceae; Actinomycetales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP014234.1, Chromosome, 2434688, 34062, Moraxella osloensis (g-proteobacteria), Moraxella; Moraxella; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014238.1, Plasmid, 40342, 34062, Moraxella osloensis (g-proteobacteria), Moraxella; Moraxella; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014237.1, Plasmid, 35189, 34062, Moraxella osloensis (g-proteobacteria), Moraxella; Moraxella; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014236.1, Plasmid, 57463, 34062, Moraxella osloensis (g-proteobacteria), Moraxella; Moraxella; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014235.1, Plasmid, 81455, 34062, Moraxella osloensis (g-proteobacteria), Moraxella; Moraxella; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014239.1, Chromosome, 2442446, 713030, Selenomonas sp. oral taxon 136 (firmicutes), Selenomonas; Selenomonadaceae; Selenomonadales; Negativicutes; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014240.1, Plasmid, 15626, 713030, Selenomonas sp. oral taxon 136 (firmicutes), Selenomonas; Selenomonadaceae; Selenomonadales; Negativicutes; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP011260.1, Chromosome, 1145921, 2103, Mycoplasma mycoides subsp. mycoides (mycoplasmas), Mycoplasma mycoides; Mycoplasma mycoides group; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP011261.1, Chromosome, 1161055, 2103, Mycoplasma mycoides subsp. mycoides (mycoplasmas), Mycoplasma mycoides; Mycoplasma mycoides group; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP011262.1, Chromosome, 1149615, 2103, Mycoplasma mycoides subsp. mycoides (mycoplasmas), Mycoplasma mycoides; Mycoplasma mycoides group; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP011263.1, Chromosome, 1109375, 2103, Mycoplasma mycoides subsp. mycoides (mycoplasmas), Mycoplasma mycoides; Mycoplasma mycoides group; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP011264.1, Chromosome, 1091780, 2103, Mycoplasma mycoides subsp. mycoides (mycoplasmas), Mycoplasma mycoides; Mycoplasma mycoides group; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP014306.1, Chromosome, 3397021, 1795043, Burkholderia sp. PAMC 26561 (b-proteobacteria), Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014307.1, Chromosome, 1611937, 1795043, Burkholderia sp. PAMC 26561 (b-proteobacteria), Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014308.1, Plasmid, 793818, 1795043, Burkholderia sp. PAMC 26561 (b-proteobacteria), Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014309.1, Plasmid, 793876, 1795043, Burkholderia sp. PAMC 26561 (b-proteobacteria), Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014310.1, Plasmid, 601076, 1795043, Burkholderia sp. PAMC 26561 (b-proteobacteria), Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014311.1, Plasmid, 184640, 1795043, Burkholderia sp. PAMC 26561 (b-proteobacteria), Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
